,canonicalUrl,push_tag,commentId,commentContent,commentTime
133,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,vbbv99601054,［檢舉］ #1T54CA09  板規三（一）恐,123.193.49.22 06/29 08:26
134,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,vbbv99601054,怖連結。應該不能因為有真人就可以,123.193.49.22 06/29 08:26
135,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,vbbv99601054,貼恐怖連結吧，畢竟嚇到就是嚇到啊,123.193.49.22 06/29 08:26
136,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,OGCOGCOGCOGC,#1T5lvAhF  板規十六,111.82.37.4 06/29 22:38
137,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,Boss741108,#1T5uWvcl  板規十八,58.115.99.169 06/30 01:51
138,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,hatephubbing,貼長榮罷工新聞的要關心一下吧？,42.73.138.4 07/01 09:44
139,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,lateboy,#1T601be5  這篇底下一堆推文都違規了,123.192.220.134 07/01 12:12
140,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,# #1T5lvAhF  done,118.166.242.38 07/04 19:23
141,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,1T5uWvcl 1T601be5 done,118.166.242.38 07/04 20:21
142,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,james7923,[檢舉]  #1T8uSYjB  r83you謾罵空姐,49.218.73.236 07/09 12:27
143,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,whatupjk,［檢舉］# #1T8_MiQz  edwardtp 推文犯規,223.139.9.65 07/09 15:31
144,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,yric,[檢舉］ #1T9YeVb-  AllBlack 推文犯規，貓咪,114.137.231.210 07/11 10:16
145,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,yric,閃圖可能誘發癲癇,114.137.231.210 07/11 10:16
146,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,james7923,[檢舉]  #1TA0k-Sc  Yelich噓文三次,61.230.75.104 07/12 22:41
147,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,james7923,[檢舉]  #1TA0k-Sc  Askalaphos噓文三次,61.230.75.104 07/12 22:45
148,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,kairiyu,請問forthelife近日偷拍女童事件並做出以,49.217.1.78 07/13 10:57
149,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,kairiyu,下聲明，這樣還能當版主?,49.217.1.78 07/13 10:57
150,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,kairiyu,http://i.imgur.com/VIIXyMM.jpg,49.217.1.78 07/13 10:57
151,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,樓上可以先等站方裁決嗎? 之後小組長會,118.166.236.7 07/14 13:18
152,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,裁決 當然 你也可以申訴後啟動程序,118.166.236.7 07/14 13:18
153,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,FUBAR,[檢舉]  #1TBqpDGU  elle0001tw 閃爍推圖,123.192.153.194 07/18 18:36
154,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,kuro,[檢舉]  #1TCrYE5J  神人文無清楚可辨識之臉部,114.38.34.142 07/21 23:04
155,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,kuro,連結,114.38.34.142 07/21 23:04
156,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,Forthelife,個人認為未達，板規十七之4「神人文無,49.215.163.120 07/22 08:46
157,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,Forthelife,清楚可辨識之臉部連結，而只有胸部、,49.215.163.120 07/22 08:46
158,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,Forthelife,腿部等局部特寫者(無臉文)，退文。」,49.215.163.120 07/22 08:46
159,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,Forthelife,其實是整句一起看的，基本上是用來預,49.215.163.120 07/22 08:46
160,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,Forthelife,防偷拍而定。頂多說這神人文有附圖跟,49.215.163.120 07/22 08:46
161,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,Forthelife,沒附一樣,49.215.163.120 07/22 08:46
162,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,本人改判 #1TCrYE5J  文章刪除,118.166.234.21 07/24 18:47
163,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,laptic,[檢舉]  #1TE4sLU8  backr 詛咒不特定人士、,202.188.84.93 07/25 14:02
164,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,laptic,視作引戰,202.188.84.93 07/25 14:02
165,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,kuro,[檢舉]  #1TEKRKdv  神人文無清楚可辨識之臉部,114.38.20.137 07/26 00:40
166,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,kuro,連結,114.38.20.137 07/26 00:40
167,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,hatephubbing,#1THjrgJD  無圖文：圖片連結失效,42.73.254.166 08/05 22:46
168,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,saw6904,[檢舉]  #1TIKnOBn 、 #1TIepXXe  dmichael,223.137.201.2 08/07 18:40
169,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,saw6904,連兩篇無臉文,223.137.201.2 08/07 18:40
170,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,mefifthfloor,#1TIupSl7  7月25已發同一篇神人文,101.13.65.208 08/08 12:06
171,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,mefifthfloor,#1TJBX070  手動置底,101.15.163.73 08/09 12:08
172,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,噓,IS5F5566,不管板了嗎,114.27.96.142 08/11 06:03
173,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,james7923,[檢舉]  #1TJhQJM9  xetherz3謾罵,61.230.79.149 08/12 22:05
174,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,EdnlYS,#1TKwIJKs   #1TLIG6pb   #1TMYNtKA,36.230.83.196 08/22 11:21
175,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,EdnlYS,#1TNUxJH5   縮網址沒註明來源,36.230.83.196 08/22 11:21
176,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,james7923,#1TOxSIXh  diesel1845違反板規(十六),61.230.69.201 08/27 20:30
177,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,d86249,#1TQSCLap  antivenom 自己承認霸凌板友,220.133.170.159 08/31 16:14
178,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,d86249,antivenom:被我霸凌到崩潰的吉娃娃宅宅在,220.133.170.159 08/31 16:14
179,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hatephubbing,#1TQXAZvR  推文多人引戰謾罵,114.137.43.94 08/31 22:53
180,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,噓,willie7878,板主不用做事情的？,111.71.58.20 09/03 16:35
181,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,噓,darren2586,那隻引戰仔到現在還沒被桶，版主也是,59.124.162.3 09/05 00:09
182,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,darren2586,有趣,59.124.162.3 09/05 00:09
183,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,darren2586,"就是上面說的antivenom,有寄檢舉信了",115.82.204.14 09/05 15:12
184,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,darren2586,"再麻煩版主確認,謝謝",115.82.204.14 09/05 15:12
185,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,有的 跟 d86249 同篇 所以已經處理,118.166.244.56 09/05 15:48
186,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,目前系統限制只能水桶到 2038年 所以,118.166.244.56 09/05 15:48
187,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,cupidon,#1TSUJQ1d  本人不願上表特,223.136.128.230 09/06 16:00
188,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hatephubbing,#1TStw3CS  無圖文,42.72.106.75 09/08 07:36
189,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,willie7878,建議投票決定是否可以張貼非公開帳號,223.137.39.206 09/09 10:56
190,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,willie7878,的照片,223.137.39.206 09/09 10:56
191,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,willie7878,原因有下述兩點：,223.137.39.206 09/09 10:56
192,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,willie7878,1.既然帳號設為非公開，即代表當事人,223.137.39.206 09/09 10:58
193,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,willie7878,不想對外公開其帳號內的文章內容以及,223.137.39.206 09/09 10:58
194,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,willie7878,照片，而Po上表特板顯然是公開帳號內,223.137.39.206 09/09 10:58
195,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,willie7878,容的行為,223.137.39.206 09/09 10:58
196,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,willie7878,2.不是每個人都有ptt帳號，也不一定會,223.137.39.206 09/09 11:00
197,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,willie7878,有擁有ptt帳號的朋友，更何況現在ptt,223.137.39.206 09/09 11:00
198,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,willie7878,帳號也停止註冊，當事人有可能無法明,223.137.39.206 09/09 11:00
199,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,willie7878,確表達其不想上表特之想法,223.137.39.206 09/09 11:00
200,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,willie7878 我無法接受 11.4千人追蹤的,118.166.243.220 09/09 12:48
201,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,非公開帳號是非公開帳號...如果不願上表,118.166.243.220 09/09 12:49
202,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,特 還是得請... 寄信...,118.166.243.220 09/09 12:53
203,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,hatephubbing,板主不看檢舉了嗎？,42.72.106.75 09/10 17:36
204,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,有啦 前天看的時候 cupidon 檢舉的自刪,118.166.243.220 09/11 08:09
205,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,hatephubbing 檢舉的 神人可以無圖啊..,118.166.243.220 09/11 08:11
206,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,hatephubbing,喔喔，原來現在可以無圖了嗎？@@因,42.72.106.75 09/11 12:41
207,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hatephubbing,為以前無圖都會處理。那17-4要改掉,42.72.106.75 09/11 12:41
208,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hatephubbing,了嗎？那下面留觀落陰的會變成鬧板,42.72.106.75 09/11 12:41
209,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hatephubbing,嗎？,42.72.106.75 09/11 12:41
210,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,17-4 是管無臉 17-123 是管 無圖,118.166.243.220 09/11 16:27
211,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,17-4 不會取消,118.166.243.220 09/11 16:28
212,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,有第二位板主後可能會改,118.166.243.220 09/11 16:30
213,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,rod13824,#1TU7SQ5e  修推文,118.163.87.77 09/11 17:37
214,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,hatephubbing,所以您還是不認為需要刪無圖神人文,42.72.106.75 09/11 22:25
215,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hatephubbing,嗎？0.0或改以無臉文檢舉就通過呢？,42.72.106.75 09/11 22:25
216,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,hatephubbing,我是覺得不處理可能會有弊端0.0,42.72.106.75 09/11 22:28
217,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,hatephubbing,#1TStw3CS  無臉文,42.72.106.75 09/13 00:28
218,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,nttra,#1TUYHxJE (Beauty)  在新聞稿聲明不願上表,42.77.140.37 09/13 00:55
219,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,nttra,特，可以把相關文章全部刪除嗎？,42.77.140.37 09/13 00:55
220,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,nttra,#1Rv3FCmC (Beauty),42.77.140.37 09/13 01:00
221,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,nttra,#1TUaB6uu (Beauty),42.77.140.37 09/13 01:00
222,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,hatephubbing,樓上提出的文章中推文並沒有報導中,42.72.106.75 09/13 04:51
223,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hatephubbing,提到的推文內容，如果隨便刪不是被,42.72.106.75 09/13 04:51
224,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hatephubbing,提到的文章，只覺得被消費、不合理,42.72.106.75 09/13 04:51
225,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,我去搜尋了其他新聞 雖然都有提到,118.166.242.117 09/13 06:08
226,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,但是項小姐目前為公眾人物 加上那是她高,118.166.242.117 09/13 06:08
227,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,中的事情了 目前她20歲 所以先認定不刪,118.166.242.117 09/13 06:10
228,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,大概先這樣 如果項小姐還是有疑慮再請溝,118.166.242.117 09/13 06:12
229,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,通 另外 無圖神人文 是不是就是尋人文,118.166.242.117 09/13 06:13
230,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,我目前是依照板規文字認定有相關資訊就,118.166.242.117 09/13 06:13
231,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,不認定為尋人文 會再看看要不要修板規,118.166.242.117 09/13 06:14
232,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,hatephubbing,感謝解釋,42.72.106.75 09/13 07:02
233,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,highlightyou,[檢舉]  #1TUaawFu  spursdog21 推文,218.161.90.157 09/13 09:37
234,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,rod13824,[檢舉]  #1TU7SQ5e  修推文,123.194.192.59 09/13 21:27
235,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,saw6904,[檢舉] thausand  #1TUuECGv  標題騙人,124.11.194.20 09/15 15:28
236,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,thausand 刪文,118.166.242.117 09/16 10:53
237,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,spursdog21 已處理 1TU7SQ5e 已處理,118.166.242.117 09/16 11:06
238,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,hatephubbing,#1TWBzdjB,42.73.143.26 09/17 21:57
239,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hatephubbing,#1TXrHYJA  偷拍,42.73.143.26 09/22 19:56
240,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hatephubbing,#1TXUiap2  無臉文,42.73.143.26 09/22 19:57
241,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,surimodo,哪裡有公告開啟紀錄IP?,220.129.21.20 09/24 14:32
242,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,hatephubbing,#1TZA7JIH  偷拍,42.73.143.26 09/27 07:15
243,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,gt097231,#1TZRH_em   d19901023 恐怖圖片,114.26.117.105 09/28 05:46
244,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,done,118.166.233.8 10/03 13:31
245,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,hatephubbing,#1Te0XB57  政治人物,42.72.82.91 10/11 19:49
246,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,hatephubbing,政治人物是允許的嗎？,42.72.233.74 10/14 20:17
247,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,murmur38,那些在推文貼韓國瑜的算不算違規阿,218.166.64.26 10/15 23:00
248,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,hatephubbing,板主不看檢舉違規了嗎？,42.73.224.105 10/16 15:38
249,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,raniolee,推文一直洗政治人物圖有沒有法管管，貼,27.242.225.102 10/17 00:30
250,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,raniolee,就貼硬要貼奇怪表情動作的,27.242.225.102 10/17 00:30
251,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,hatephubbing,板主可不可以先把這裡管好再去關心,42.73.224.105 10/17 12:30
252,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hatephubbing,八卦板呀？,42.73.224.105 10/17 12:30
253,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,Addidas,用 無意義貼文或是鬧板來處理不就好了嗎?,1.34.6.167 10/18 00:40
254,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,pilor,#1TgJ1TzZ  七樓 恐怖圖片,211.23.224.148 10/18 12:56
255,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,done  #1TgGHA-9 (Beauty),118.166.235.63 10/18 15:22
256,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,MOONTWOFISH,#1Tgn9R0G   Hunk8267 政治人物圖,36.236.1.52 10/20 08:51
257,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,joeliu1015,#1Tgn9R0G  12f政治人物圖,223.137.246.108 10/20 11:12
258,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,done,118.166.236.38 10/21 10:29
259,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,bbbruce,"為什麼 #1Ti5VXhq 鎖文?  @@""",111.250.4.87 10/24 21:40
260,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,chun1976,檢舉  #1TkP96Sd  推文故意張貼噁心政治人,42.72.165.173 10/31 09:40
261,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,chun1976,物 - 版規6(1),42.72.165.173 10/31 09:40
262,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,hateOnas,政治人物 done,111.250.32.147 11/01 12:01
263,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,IS5F5566,#1TlNKPdo  前一篇就是相同神人文,101.11.5.17 11/02 22:10
264,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,mefifthfloor,#1TlX0boA  無圖討論文,117.19.225.35 11/03 09:30
265,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,saw6904,#1TlTozOA 、 #1TlX0boA  limufish 洗文章,124.11.192.182 11/03 17:16
266,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,saw6904,#1TlkNirX  limufish 濫發廢文,223.136.242.64 11/04 00:25
267,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,OGCOGCOGCOGC,#1TlxlkmQ  jack5u06d93 奶特 8-9,111.83.3.126 11/04 17:44
268,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,kuro,[檢舉]  #1TnE0U5o  StanQoo 板規十,118.168.0.62 11/08 21:15
269,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,kuro,[檢舉]  #1TnE0U5o  shadowppt 板規十,118.168.0.62 11/08 21:16
270,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,d86249,#1Tne3Non  推 Friend5566: 我想射在她臉上,220.133.170.159 11/09 20:46
271,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,saw6904,[檢舉]  #1TniFLg7  kiss81278 非表特文,124.11.193.208 11/10 11:48
272,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,saw6904,[檢舉]  #1TpNVtOg  Ayanami5566 非表特文,223.136.94.194 11/15 09:22
273,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,IS5F5566,#1Tpg_D7y   13日已有一篇同樣神人文,101.12.17.120 11/16 08:25
274,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,IS5F5566,[檢舉]  #1Tpg_D7y  13日已有相同人物神人,101.12.17.120 11/16 08:27
275,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,IS5F5566,文,101.12.17.120 11/16 08:27
276,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,IS5F5566,#1TqDNlYc  三樓推文辱罵,114.27.105.234 11/17 13:37
277,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,ReiKuromiya,#1TrKTagG  推 keny80206: 想開她苞,36.225.89.182 11/23 00:19
278,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,saw6904,[檢舉]  #1TsokN-4  newsam88 無臉文,124.11.193.182 11/25 13:02
279,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,saw6904,[檢舉]  #1TspULHE  TaraSoYeon 無臉文,223.140.118.52 11/25 17:18
280,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,saw6904,[檢舉]  #1TtYt-vf  hltinokuo 偷渡政治文,111.71.61.247 11/28 07:54
281,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,saw6904,[檢舉]  #1TtgnSdj  Anddyliu 偷渡政治文,111.71.61.247 11/28 07:54
282,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,saw6904,[檢舉]  #1TueuwB1  meme4375 非表特文,223.140.38.65 12/01 00:53
283,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,as314,#1Tu_wJzB  vy8824  噓文超過,36.225.88.186 12/02 17:20
284,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,kuangyao2004,#1Tw6sHS2  本人不願上表特,220.132.30.233 12/06 14:36
285,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,推,mefifthfloor,#1Tw-GYnA  文章和推文中分散暗藏成,101.13.194.47 12/08 07:15
286,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,mefifthfloor,人網站連結,101.13.194.47 12/08 07:15
287,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,mefifthfloor,http://i.imgur.com/1uk81pp.jpg,101.13.194.47 12/08 07:15
288,https://www.ptt.cc/bbs/Beauty/M.1558415952.A.8D7.html,→,saw6904,[檢舉]  #1TxF_mDO  steady0118 無臉文,114.136.10.100 12/09 13:26
